,id,ad_creation_time,ad_creative_bodies,ad_snapshot_url,ad_delivery_start_time,ad_delivery_stop_time,bylines,currency,spend,delivery_by_region,demographic_distribution,impressions,page_id,page_name,publisher_platforms,elecciones,electorales,lower_bound,upper_bound
596,2042759232531595,2021-05-20,"['¡ANCASH, UN SOLO EQUIPO!\n\n👉🏼Es momento de que Ancash tome un nuevo camino, donde todas las autoridades estemos unidos para lograr el desarrollo de nuestra región. Por ello, cumpliendo fielmente con mi promesa, de hacer una política distinta, y de puertas abiertas, venimos reuniéndonos con las autoridades y visitando los pueblos para formar una agenda de trabajo a fin de sacar adelante los proyectos que beneficiaran a sus pueblos. 🤝🏼🇵🇪\n\n¡Seamos un solo equipo para salir adelante! 💪🏼\n\n🔗 Twitter: https://bit.ly/3buP8Wk\n🔗 Instagram: https://bit.ly/2QpC4dR']",https://www.facebook.com/ads/archive/render_ad/?id=2042759232531595&access_token,2021-05-21,2021-05-25,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000102', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000102', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000102', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.094499', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.037045', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.053781', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.098377', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.117869', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.086131', 'age': '65+', 'gender': 'male'}, {'percentage': '0.053679', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.069293', 'age': '65+', 'gender': 'female'}, {'percentage': '0.138994', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.12338', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.073069', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.053577', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
597,293068722392688,2021-05-08,"['🌹 Quiero enviar un saludo muy especial a todas las mamitas del Perú, en especial a las de mi región Ancash. ❣️Gracias por todo ese amor que nos abriga día a día y por ser nuestra mejor inspiración.\n\n¡FELIZ DÍA DE LA MADRE! ❤️']",https://www.facebook.com/ads/archive/render_ad/?id=293068722392688&access_token,2021-05-08,2021-05-09,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.00021', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.026576', 'age': '65+', 'gender': 'female'}, {'percentage': '0.058718', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.069748', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.097794', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.190441', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.059559', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.092752', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.073004', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.104517', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.034559', 'age': '65+', 'gender': 'male'}, {'percentage': '0.143067', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.048634', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.00021', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000105', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000105', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
598,477396913462806,2021-04-10,['MARCA LAS LAMPAS Y ESCRIBE EL NUMERO 1\nTe comparto la cedula de sufragio y te invito a realizar un voto de confianza y esperanza. Marca las lampas y escribe el número 1. ¡Juntos lo lograremos!'],https://www.facebook.com/ads/archive/render_ad/?id=477396913462806&access_token,2021-04-10,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.00442', 'age': '65+', 'gender': 'female'}, {'percentage': '0.000552', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.01768', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.082873', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.035912', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.117127', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.286188', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.056906', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.181768', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.119337', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.013812', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.075138', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.007182', 'age': '65+', 'gender': 'male'}, {'percentage': '0.000552', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000552', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '1000', 'upper_bound': '1999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
599,169502615031407,2021-04-10,"['En épocas de elecciones, todos quieren ser los mejores candidatos. Sin embargo, pocos somos los que nos hemos formado en un partido, haciendo una militancia activa y conociendo más a fondo la problemática del país. #YoNoMeCambioDeCamiseta en elecciones, tengo 19 años en Acción Popular, un partido con trayectoria para seguir el legado de nuestros fundadores. \n\nEl 11 de abril, de ganar las elecciones EN PRIMERA VUELTA con toda la confianza del pueblo peruano, continuaremos luchando contra la corrupción como lo hizo Yonhy Lescano, devolviendo la honradez en la política y defendiendo los derechos de todos los peruanos. #AncashVaAdelante\n\n#VOTOINFORMADO2021\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪 \n#AncashVotaAGanador\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=169502615031407&access_token,2021-04-10,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.011085', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.05951', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.149942', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.326721', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.093349', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.055426', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.02217', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.144107', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.082264', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.012835', 'age': '65+', 'gender': 'male'}, {'percentage': '0.036756', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.005251', 'age': '65+', 'gender': 'female'}, {'percentage': '0.000583', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '1000', 'upper_bound': '1999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
600,283667523398447,2021-04-10,"['Queridos hermanos ancashinos, estamos a punto de elegir a nuestros representantes de nuestra región y nuestro Presidente de la República, debemos ser responsables al emitir nuestro voto. Soy un hombre de familia, y como hombre de familia, los invito a compartir este mensaje de esperanza en sus hogares. Juntos tomaremos la mejor decisión y saldremos adelante. \n\n¡Sin camiones, sin matones y sin millones!\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘 🇵🇪 \n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=283667523398447&access_token,2021-04-10,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000355', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000284', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.11014', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.14034', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.11014', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.138492', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.141192', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.123783', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.087188', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.053009', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.057841', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.037021', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.000142', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '7.1E-5', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
601,304327921102992,2021-04-10,"['Nuestro mensaje es claro, porque nosotros no venimos por el azar de la vida, me he formado 20 años en un partido con trayectoria (Acción Popular) para seguir el legado de nuestros fundadores. Hoy estoy abanderando la lista al congreso por Áncash, en mi partido. Continuaremos en la lucha frontal contra la corrupción y buscaremos darle la tranquilidad al pueblo peruano, devolviendo la honradez en la política. #AncashVaAdelante \n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔??𝗢 𝗣𝗥𝗘𝗦??𝗗𝗘𝗡𝗧𝗘🇵🇪 \n#AncashVotaAGanador\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=304327921102992&access_token,2021-04-10,2021-04-12,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000299', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000299', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000224', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.158977', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.101697', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.085845', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.074179', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.140956', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.036118', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.113811', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.047259', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.10753', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.132356', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.000299', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.00015', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
602,459495651994576,2021-04-10,"['🙋🏽\u200d♂️¡Buen día mis hermanos ancashinos!\n\nComparto con ustedes un poco de mi biográfica, para que conozcan más de cerca mi trayectoria partidaria y el legado que seguiré desde este nuevo #congreso2021. 🇵🇪\n\nHoy estoy abanderando la lista al congreso por Áncash, en mi partido. Continuaremos en la lucha frontal contra la corrupción y buscaremos darle la tranquilidad al pueblo peruano, devolviendo la honradez en la política. #AncashVaAdelante 💪🏻\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=459495651994576&access_token,2021-04-10,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.075804', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.13706', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.107389', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.130934', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.111409', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.153714', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.125574', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.053503', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.041539', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.062309', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.000287', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '9.6E-5', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000287', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '9.6E-5', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
603,478716036586059,2021-04-10,"['¡Juntos lo lograremos! ❤️\n\nLa mayor parte donde he sido formado, es en el colegio “Inmaculada de la Merced de Chimbote”, donde junto a mis compañeros empezamos a desarrollar habilidades y empezamos a nutrirnos de conocimiento. Por ello, hoy recuerdo con mucho orgullo a mis queridos auxiliares, quienes se convirtieron en mis segundos padres durante mi etapa escolar. \n\nGracias por esas valiosas palabras miss Mercedes Arroyo, auxiliar Rolando Segura Deza y profesor Juan Robles Guerrero.🤗\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n#AncashVotaAGanador\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=478716036586059&access_token,2021-04-10,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '200', 'upper_bound': '299'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '7.4E-5', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000258', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000332', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.108912', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.081518', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.115927', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.122166', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.130732', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.122499', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.076239', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.122388', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.055416', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.063428', 'age': '55-64', 'gender': 'male'}, {'percentage': '7.4E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '3.7E-5', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '25000', 'upper_bound': '29999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,200,299
604,793520764621809,2021-04-10,"['La decisión más difícil que tomaremos, serán en estas elecciones 2021, donde elegiremos a nuestros padres de la patria y nuestro Presidente de la República. Las tendencias indican que podría volver el fujimorismo y años de retroceso, pero existe la posibilidad de que el Perú tenga una estabilidad de gobierno con Yonhy Lescano como presidente. \n\nComparte este video y evitemos que el Perú vuelva a caer en manos del fujimorismo.\n\n𝗘𝗦𝗧𝗘 𝗗𝗢𝗠𝗜𝗡𝗚𝗢 𝟭𝟭 𝗗𝗘 𝗔𝗕𝗥𝗜𝗟, 𝗠𝗔𝗥𝗖𝗔 𝗟𝗔𝗦 𝗧𝗥𝗘𝗦 𝗟𝗔𝗠𝗣𝗔𝗦 𝗗𝗘 𝗔𝗖𝗖𝗜𝗢́𝗡 𝗣𝗢𝗣𝗨𝗟𝗔𝗥']",https://www.facebook.com/ads/archive/render_ad/?id=793520764621809&access_token,2021-04-10,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '0.000195', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000195', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.095449', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.024546', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.081906', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.119344', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.031447', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.147861', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.107885', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.076047', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.13816', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.176769', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.000195', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '15000', 'upper_bound': '19999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
605,178046437379329,2021-04-09,"['Queridos hermanos ancashinos, estamos a punto de elegir a nuestros representantes de nuestra región y nuestro Presidente de la República, debemos ser responsables al emitir nuestro voto. Soy un hombre de familia, y como hombre de familia, los invito a compartir este mensaje de esperanza en sus hogares. Juntos tomaremos la mejor decisión y saldremos adelante. \n\n¡Sin camiones, sin matones y sin millones!\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=178046437379329&access_token,2021-04-09,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '200', 'upper_bound': '299'}","[{'percentage': '0.896207', 'region': 'Ancash Region'}, {'percentage': '0.030887', 'region': 'Huánuco Region'}, {'percentage': '0.072906', 'region': 'La Libertad Region'}]","[{'percentage': '0.000264', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.075602', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.100158', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.17207', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.121288', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.11874', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.10868', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.151994', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.04551', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.073757', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.031673', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000132', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '8.8E-5', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '4.4E-5', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '25000', 'upper_bound': '29999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,200,299
606,1019588201783143,2021-04-09,"['↗️DARWIN ESPINOZA CERRÓ CAMPAÑA EN CHIMBOTE CON OLOR A MULTITUD.\n🔴El candidato, que va con el Número 1️⃣ de la Lampa en Ancash, Darwin Espinoza, encabezó una multitudinaria caravana entre las  ciudades de Chimbote y Nuevo Chimbote.\n\n🔴Espinoza Vargas, en compañía de cientos de militantes, recorrió las céntricas calles chimbotanas, así como los pueblos del sur de nuevo Chimbote, recibiendo una vez más la simpatía de sus electores, quienes ratificaron su apoyo para este domingo 11 de abril.\n\n🔴Durante su recorrido, y al tomar contacto con los simpatizantes, Darwin Espinoza  hizo el llamado a defender los votos  en las urnas este domingo y garantizar la presencia de Yonhy Lescano en la segunda vuelta. \n\n🔴Espinoza, dijo que el domingo 11 de abril, realizará un desayuno electoral en Chimbote y luego de ello en horas de la tarde asistirá a Huaraz, para recibir los resultados electorales.']",https://www.facebook.com/ads/archive/render_ad/?id=1019588201783143&access_token,2021-04-09,2021-04-12,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1', 'region': 'Ancash Region'}]","[{'percentage': '7.5E-5', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000225', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.02848', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.066754', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.126942', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.013208', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.121726', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.187167', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.143152', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.085704', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.186304', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.0397', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.0003', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000263', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '35000', 'upper_bound': '39999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,100,199
607,484194616050409,2021-04-08,"['𝐆𝐑𝐀𝐍 𝗥𝗘𝗦𝗣𝗔𝗟𝗗𝗢 𝗗𝗘𝗟 𝗣𝗨𝗘𝗕𝗟𝗢 𝗔𝗡𝗖𝗔𝗦𝗛𝗜𝗡𝗢 𝗔𝗟 𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗗𝗘 𝗔𝗡𝗖𝗔𝗦𝗛\n\nA pocos días de las elecciones realizamos nuestra gran caminata, teniendo una apoteósica y gran convocatoria en nuestro cierre de campaña. Recuerdo que cuando iniciamos este proyecto, éramos solo unas cuantas provincias. Sin embargo, hoy somos todo Áncash que nos hemos unido para sacar adelante a nuestra región. Sigamos trabajando de la mano y seamos el eco de nuestra campaña en nuestros hogares. ¡Juntos lo lograremos!\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝐚𝗯𝗿𝗶𝗹, 𝗺𝗮𝗿𝗰𝗮 𝗹𝗮𝘀 𝗱𝗼𝘀 𝗹𝗮𝗺𝗽𝗮𝘀 𝘆 𝗲𝘀𝗰𝗿𝗶𝗯𝗲 𝗲𝗹 𝗻𝐮́𝗺𝗲𝗿𝗼 1️⃣.\n𝗟𝗘𝗦𝗖𝗔𝗡𝗢 𝗣𝗥𝗘𝗦𝗜𝗗𝗘𝗡𝗧𝗘🇵🇪\n#AncashVotaAGanador\n#Elecciones2021\n#EscribeEl_1\n#LescanoDeÁncash\n#LescanoPresidente\n#AmaSua\n#AmaLlulla\n#AmaQhella\n#AccionPopular']",https://www.facebook.com/ads/archive/render_ad/?id=484194616050409&access_token,2021-04-09,2021-04-11,Jhaec Darwin Espinoza Vargas,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.9924', 'region': 'Ancash Region'}, {'percentage': '0.004085', 'region': 'Huánuco Region'}, {'percentage': '0.002945', 'region': 'La Libertad Region'}, {'percentage': '0.00057', 'region': 'Lima Region'}]","[{'percentage': '9.3E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '9.3E-5', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.00028', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.04102', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.083442', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.102971', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.094936', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.130256', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.183517', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.143992', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.029994', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.107457', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.081574', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.00028', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '9.3E-5', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}",699489483476556,Darwin Espinoza Vargas,['facebook'],True,True,0,99
