,id,ad_creation_time,ad_creative_bodies,ad_snapshot_url,ad_delivery_start_time,ad_delivery_stop_time,bylines,currency,spend,delivery_by_region,demographic_distribution,impressions,page_id,page_name,publisher_platforms,elecciones,electorales,lower_bound,upper_bound
3649,858701718243534,2021-03-11,"['¡Juntos Lo Podemos Todo! 💙\nNo hace mucho agasajamos a las mujeres a través de un concierto virtual junto a Judith Laura - Oficial y Daniel Urresti 💪\n\n¡Este 11 de abril, marca las tres “P” de Podemos Perú y para el Congreso escribe el número 3 por Carlos Anderson y el 4 por Judith Laura! 🅿️🅿️3️⃣\n\n#ServiciosDeCalidad  #El3AlCongreso  #CarlosAndersonAlCongreso']",https://www.facebook.com/ads/archive/render_ad/?id=858701718243534&access_token,2021-03-11,2021-03-11,no disponible,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.018739', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.241908', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.449744', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.189097', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.100511', 'age': '45-54', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '999'}",112105850263842,Carlos Anderson al Congreso,"['facebook', 'audience_network']",True,True,0,99
3650,285339126533016,2021-03-08,['#ATE Regresaré a seguir escuchando a mis compatriotas y recorriendo todo Lima para escuchar y ser parte de las soluciones desde el Congreso de la República. ¡JUNTOS SÍ PODEMOS ATE! 🅿️🅿️3️⃣\n \n#El3AlCongreso #TodosJuntosLoPodemosTodo #ServiciosDeCalidad #CarlosAnderson'],https://www.facebook.com/ads/archive/render_ad/?id=285339126533016&access_token,2021-03-08,2021-03-11,no disponible,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Lima Region'}]","[{'percentage': '0.000597', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000298', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.07153', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.205415', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.235399', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.214739', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.086149', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.021332', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.101738', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.015141', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.037741', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.009846', 'age': '55-64', 'gender': 'female'}, {'percentage': '7.5E-5', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '20000', 'upper_bound': '24999'}",112105850263842,Carlos Anderson al Congreso,['facebook'],True,True,0,99
3651,886201602155599,2021-02-04,['¡Soy un rebelde con causa! Las soluciones tienen que ser pragmáticas. Voy con el número 3 de Podemos Perú 🇵🇪 \n\n#CarlosAnderson #PodemosPerú #el3alcongreso #RebeldeconCausa'],https://www.facebook.com/ads/archive/render_ad/?id=886201602155599&access_token,2021-02-04,2021-03-11,no disponible,PEN,"{'lower_bound': '1500', 'upper_bound': '1999'}","[{'percentage': '0.528416', 'region': 'Callao'}, {'percentage': '0.471584', 'region': 'Lima Region'}]","[{'percentage': '0.000166', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000306', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000293', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.076459', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.185873', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.064662', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.153006', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.177274', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.090127', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.159045', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.092115', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.000675', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '250000', 'upper_bound': '299999'}",112105850263842,Carlos Anderson al Congreso,"['facebook', 'instagram', 'audience_network']",True,True,1500,1999
3657,554930315471901,2021-04-07,"['🇵🇪 Día a día crece más el apoyo a la #GESTIÓN y #EXPERIENCIA como parlamentario de #JOSÉ_LUIS_ELÍAS, al creer en un mañana mejor y que con gente con valores y sinceridad en el gobierno como #DANIEL_URRESTI, si puede ser posible el cambio de nuestro Perú. 💪\n¡Juntos lo 🅿️ODEMOS todo!\n👉 Este 11 de abril marca la 🅿️ y escribe el número 1️⃣.\n\n#ELIAS_CONGRESISTA 🅿️1️⃣\n#URRESTI_PRESIDENTE 🅿️\n#PODEMOS_PERÚ 🅿️ 🅿️ 🅿️']",https://www.facebook.com/ads/archive/render_ad/?id=554930315471901&access_token,2021-04-08,2021-04-10,Cesar Alfredo Ortiz Castillo,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '0.029436', 'region': 'Arequipa Region'}, {'percentage': '0.010013', 'region': 'Ayacucho Region'}, {'percentage': '0.001243', 'region': 'Huancavelica Region'}, {'percentage': '0.930441', 'region': 'Ica Region'}, {'percentage': '0.028868', 'region': 'Lima Region'}]","[{'percentage': '6.7E-5', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.034948', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000101', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000135', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000253', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.102468', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.036702', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.059697', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.127048', 'age': '18-24', 'gender': 'female'}, {'percentage': '3.4E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.163818', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.130926', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.056089', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.094595', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.155354', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.021208', 'age': '65+', 'gender': 'male'}, {'percentage': '0.016235', 'age': '65+', 'gender': 'female'}, {'percentage': '0.00032', 'age': '18-24', 'gender': 'unknown'}]","{'lower_bound': '60000', 'upper_bound': '69999'}",127851764546193,José Luis Elías,"['facebook', 'instagram']",True,True,100,199
3658,363536648281658,2021-04-07,"['🇵🇪 La inseguridad es un problema álgido que no permite un desarrollo pleno de nuestra sociedad, por ello en el gobierno de 🅿️ODEMOS 🅿️ERÚ, #Mano_dura_contra_la_delincuencia, indistintamente de la nacionalidad que tenga el crímen. 💪\n👉 ¡Palabra de #DANIEL_URRESTI y compromiso de #JOSÉ_LUIS_ELÍAS!\n\n👉 Este 11 de abril, marca ❌ la 🅿️ y escribe el 1️⃣.\n#ELIAS_CONGRESISTA 🅿️1️⃣\n#URRESTI_PRESIDENTE 🅿️🅿️\n#PODEMOSPERÚ 🅿️🅿️']",https://www.facebook.com/ads/archive/render_ad/?id=363536648281658&access_token,2021-04-08,2021-04-10,Cesar Alfredo Ortiz Castillo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.022148', 'region': 'Arequipa Region'}, {'percentage': '0.006181', 'region': 'Ayacucho Region'}, {'percentage': '0.000631', 'region': 'Huancavelica Region'}, {'percentage': '0.934222', 'region': 'Ica Region'}, {'percentage': '0.036817', 'region': 'Lima Region'}]","[{'percentage': '5.3E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.037284', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.000229', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '5.3E-5', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.05663', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.03531', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.103852', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.136026', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.102812', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.00037', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.061423', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.125295', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.144906', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.017955', 'age': '65+', 'gender': 'female'}, {'percentage': '0.021584', 'age': '65+', 'gender': 'male'}, {'percentage': '0.155848', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.000123', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000247', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '50000', 'upper_bound': '59999'}",127851764546193,José Luis Elías,"['facebook', 'instagram']",True,True,0,99
3659,454622929082403,2021-04-06,['Personaje político y empresario educativo de la región Ica.'],https://www.facebook.com/ads/archive/render_ad/?id=454622929082403&access_token,2021-04-06,2021-04-11,Cesar Alfredo Ortiz Castillo,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '0.009906', 'region': 'Ayacucho Region'}, {'percentage': '0.938937', 'region': 'Ica Region'}, {'percentage': '0.026887', 'region': 'Lima Region'}, {'percentage': '0.02342', 'region': 'Arequipa Region'}, {'percentage': '0.000849', 'region': 'Huancavelica Region'}]","[{'percentage': '0.115658', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.089288', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.101858', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.107187', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.115795', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.123036', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.087239', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.080271', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.089561', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.089766', 'age': '55-64', 'gender': 'male'}, {'percentage': '6.8E-5', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000205', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '6.8E-5', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '15000', 'upper_bound': '19999'}",127851764546193,José Luis Elías,"['facebook', 'instagram']",True,True,100,199
3660,1115767585565151,2021-04-06,['El Perú necesita un Presidente con DETERMINACIÓN para realizar cambios...DANIEL URRESTI ...Un hombre con DECISIÓN que cumple lo que promete...\n#urrestipresidente #podemosperu'],https://www.facebook.com/ads/archive/render_ad/?id=1115767585565151&access_token,2021-04-06,2021-04-11,Cesar Alfredo Ortiz Castillo,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '0.018222', 'region': 'Arequipa Region'}, {'percentage': '0.008532', 'region': 'Ayacucho Region'}, {'percentage': '0.949831', 'region': 'Ica Region'}, {'percentage': '0.021097', 'region': 'Lima Region'}, {'percentage': '0.002318', 'region': 'Huancavelica Region'}]","[{'percentage': '0.000326', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.068821', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.07947', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.085654', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.040316', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.073471', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.19149', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.048965', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.14406', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.179493', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.087282', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.00014', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000186', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.00014', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000186', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '30000', 'upper_bound': '34999'}",127851764546193,José Luis Elías,"['facebook', 'instagram']",True,True,100,199
3661,2784096395190834,2021-04-05,['¿Ya Sabes cómo Votar?'],https://www.facebook.com/ads/archive/render_ad/?id=2784096395190834&access_token,2021-04-05,2021-04-11,Cesar Alfredo Ortiz Castillo,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '0.025246', 'region': 'Arequipa Region'}, {'percentage': '0.010813', 'region': 'Ayacucho Region'}, {'percentage': '0.000805', 'region': 'Huancavelica Region'}, {'percentage': '0.929038', 'region': 'Ica Region'}, {'percentage': '0.034098', 'region': 'Lima Region'}]","[{'percentage': '5.0E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000149', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000248', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.065861', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.082945', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.114787', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.09587', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.159998', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.081262', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.145489', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.065911', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.051649', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.135535', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.000149', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '9.9E-5', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '25000', 'upper_bound': '29999'}",127851764546193,José Luis Elías,"['facebook', 'instagram']",True,True,100,199
3662,257818192709919,2021-04-05,"['🇵🇪 El amor a mi Ica y compromiso con mi patria, son motivos para poner mi #GESTIÓN_y_EXPERIENCIA al servicio de mi pueblo y hoy como antes, trabajaré por una mejor calidad de vida para mis hermanos y una verdadera #fiscalización para el Perú.💪\n¡Juntos lo 🅿️ODEMOS todo!\n👉 Este 11 de abril marca la 🅿️ y escrib el número 1️⃣.\n\n#ELIAS_CONGRESISTA 🅿️1️⃣\n#URRESTI_PRESIDENTE 🅿️\n#PODEMOS_PERÚ 🅿️ 🅿️ 🅿️']",https://www.facebook.com/ads/archive/render_ad/?id=257818192709919&access_token,2021-04-05,2021-04-10,Cesar Alfredo Ortiz Castillo,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '1.2E-5', 'region': 'Unknown'}, {'percentage': '0.003057', 'region': 'Ayacucho Region'}, {'percentage': '0.000761', 'region': 'Huancavelica Region'}, {'percentage': '0.958161', 'region': 'Ica Region'}, {'percentage': '0.038009', 'region': 'Lima Region'}]","[{'percentage': '0.000212', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000168', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '3.4E-5', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000101', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000347', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.063744', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.027937', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.108472', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.026316', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.150416', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.105308', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.150505', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.146492', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.152875', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.067075', 'age': '45-54', 'gender': 'female'}]","{'lower_bound': '90000', 'upper_bound': '99999'}",127851764546193,José Luis Elías,"['facebook', 'instagram']",True,True,100,199
3663,166634735287302,2021-03-08,['Personaje político y empresario educativo de la región Ica.'],https://www.facebook.com/ads/archive/render_ad/?id=166634735287302&access_token,2021-03-09,2021-03-11,no disponible,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.004534', 'region': 'Amazonas Region'}, {'percentage': '0.043137', 'region': 'Lambayeque Region'}, {'percentage': '0.00674', 'region': 'Tumbes Region'}, {'percentage': '0.014828', 'region': 'Tacna Region'}, {'percentage': '0.015564', 'region': 'San Martín Region'}, {'percentage': '0.016912', 'region': 'Puno Region'}, {'percentage': '0.040074', 'region': 'Piura Region'}, {'percentage': '0.004289', 'region': 'Pasco Region'}, {'percentage': '0.008088', 'region': 'Moquegua Region'}, {'percentage': '0.005025', 'region': 'Madre de Dios Region'}, {'percentage': '0.017525', 'region': 'Loreto Region'}, {'percentage': '0.451471', 'region': 'Lima Region'}, {'percentage': '0.072672', 'region': 'La Libertad Region'}, {'percentage': '0.046201', 'region': 'Ancash Region'}, {'percentage': '0.034069', 'region': 'Junín Region'}, {'percentage': '0.035539', 'region': 'Ica Region'}, {'percentage': '0.015931', 'region': 'Huánuco Region'}, {'percentage': '0.002328', 'region': 'Huancavelica Region'}, {'percentage': '0.026471', 'region': 'Cusco Region'}, {'percentage': '0.03223', 'region': 'Callao'}, {'percentage': '0.017402', 'region': 'Cajamarca Region'}, {'percentage': '0.012377', 'region': 'Ayacucho Region'}, {'percentage': '0.055025', 'region': 'Arequipa Region'}, {'percentage': '0.004412', 'region': 'Apurímac Region'}, {'percentage': '0.017157', 'region': 'Ucayali Region'}]","[{'percentage': '0.000244', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.108563', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.000854', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.112344', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.076482', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.06465', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.050378', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.091364', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.131252', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.00061', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.135887', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.048548', 'age': '65+', 'gender': 'female'}, {'percentage': '0.074652', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.082825', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.019517', 'age': '65+', 'gender': 'male'}, {'percentage': '0.000854', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000122', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.000854', 'age': '55-64', 'gender': 'unknown'}]","{'lower_bound': '9000', 'upper_bound': '9999'}",127851764546193,José Luis Elías,"['facebook', 'instagram', 'audience_network', 'messenger']",True,True,0,99
3664,1147102655728039,2021-03-05,['Personaje político y empresario educativo de la región Ica.\nVisita  joseluiselias.com'],https://www.facebook.com/ads/archive/render_ad/?id=1147102655728039&access_token,2021-03-05,2021-03-11,no disponible,PEN,"{'lower_bound': '100', 'upper_bound': '199'}","[{'percentage': '0.008911', 'region': 'Amazonas Region'}, {'percentage': '0.066725', 'region': 'Lambayeque Region'}, {'percentage': '0.013041', 'region': 'Tumbes Region'}, {'percentage': '0.009128', 'region': 'Tacna Region'}, {'percentage': '0.028037', 'region': 'San Martín Region'}, {'percentage': '0.037166', 'region': 'Puno Region'}, {'percentage': '0.084547', 'region': 'Piura Region'}, {'percentage': '0.007824', 'region': 'Pasco Region'}, {'percentage': '0.004564', 'region': 'Moquegua Region'}, {'percentage': '0.00652', 'region': 'Madre de Dios Region'}, {'percentage': '0.036296', 'region': 'Loreto Region'}, {'percentage': '0.231254', 'region': 'Lima Region'}, {'percentage': '0.06629', 'region': 'La Libertad Region'}, {'percentage': '0.035644', 'region': 'Ancash Region'}, {'percentage': '0.020213', 'region': 'Junín Region'}, {'percentage': '0.186916', 'region': 'Ica Region'}, {'percentage': '0.016301', 'region': 'Huánuco Region'}, {'percentage': '0.004564', 'region': 'Huancavelica Region'}, {'percentage': '0.019996', 'region': 'Cusco Region'}, {'percentage': '0.005216', 'region': 'Callao'}, {'percentage': '0.037166', 'region': 'Cajamarca Region'}, {'percentage': '0.018474', 'region': 'Ayacucho Region'}, {'percentage': '0.029341', 'region': 'Arequipa Region'}, {'percentage': '0.009346', 'region': 'Apurímac Region'}, {'percentage': '0.016518', 'region': 'Ucayali Region'}]","[{'percentage': '0.034747', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.068837', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.166521', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.10271', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.028628', 'age': '65+', 'gender': 'male'}, {'percentage': '0.118881', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.100743', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.224213', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.065997', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.027098', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.043488', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.016171', 'age': '65+', 'gender': 'female'}, {'percentage': '0.000656', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000656', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000656', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '7000', 'upper_bound': '7999'}",127851764546193,José Luis Elías,['facebook'],True,True,100,199
